translator,no,bertscore,rhymeSchemeSimilarityF1,rhymeSchemeSimilarityPrecision,rhymeSchemeSimilarityRecall
30_dense_deepl,0,0.9201635362948224,0.0,1.0,0.0
30_dense_deepl,1,0.9520256957732931,0.0,1.0,0.0
30_dense_deepl,2,0.949390860146578,0.0,1.0,0.0
30_dense_deepl,3,0.919006052094877,0.0,1.0,0.0
30_dense_deepl,4,0.9192499286043124,0.0,1.0,0.0
30_dense_deepl,5,0.9283480551750641,0.0,1.0,0.0
30_dense_deepl,6,0.9087812591786526,0,0.0,0.0
30_dense_deepl,7,0.9246622524303671,0.125,1.0,0.06666666666666667
30_dense_deepl,8,0.9189907771622909,0.125,1.0,0.06666666666666667
30_dense_deepl,9,0.9234905340382878,0,0.0,0.0
30_dense_deepl,10,0.9523519990615815,0.0,1.0,0.0
30_dense_deepl,11,0.9440240653642815,0.0,1.0,0.0
30_dense_deepl,12,0.9156756291733842,0.0,1.0,0.0
30_dense_deepl,13,0.9260696059494208,0,0.0,0.0
30_dense_deepl,14,0.9296586667879126,0.0,1.0,0.0
30_dense_deepl,15,0.9308239213226032,0.0,1.0,0.0
30_dense_deepl,16,0.95293694711151,0.0,1.0,0.0
30_dense_deepl,17,0.905820372316745,0.0,1.0,0.0
30_dense_deepl,18,0.9437359466144383,0.0,1.0,0.0
30_dense_deepl,19,0.9375135464401974,0.0,1.0,0.0
30_dense_deepl,20,0.9229109642731818,0.0,1.0,0.0
30_dense_deepl,21,0.9090894463048653,0.0,1.0,0.0
30_dense_deepl,22,0.9348666474826033,0.0,1.0,0.0
30_dense_deepl,23,0.9193676291507767,0.0,1.0,0.0
30_dense_deepl,24,0.9152661886845991,0.0,1.0,0.0
30_dense_deepl,25,0.941641595519649,0,0.0,0.0
30_dense_deepl,26,0.9302384006384343,0.0,1.0,0.0
30_dense_deepl,27,0.960012211941791,0.1111111111111111,0.3333333333333333,0.06666666666666667
30_dense_deepl,28,0.9375053345093871,0.0,1.0,0.0
30_dense_deepl,29,0.9114163503635535,0.125,1.0,0.06666666666666667
30_dense_b,0,0.895208438642971,0.21428571428571427,0.75,0.125
30_dense_b,1,0.8907748345673228,0.9333333333333333,1.0,0.875
30_dense_b,2,0.8991351969654374,0.9090909090909091,1.0,0.8333333333333334
30_dense_b,3,0.8662394596296175,0.5,1.0,0.3333333333333333
30_dense_b,4,0.9018957392289212,0.5,1.0,0.3333333333333333
30_dense_b,5,0.9046826968663184,0.3333333333333333,0.6666666666666666,0.2222222222222222
30_dense_b,6,0.8552813860034812,0.6451612903225806,0.7692307692307693,0.5555555555555556
30_dense_b,7,0.8729801971419782,0.33333333333333337,1.0,0.2
30_dense_b,8,0.8851474648033644,0.7333333333333333,0.7333333333333333,0.7333333333333333
30_dense_b,9,0.9050969957937258,0.5,0.35714285714285715,0.8333333333333334
30_dense_b,10,0.9298978917884184,0.8,1.0,0.6666666666666666
30_dense_b,11,0.8862416615823581,0.5,1.0,0.3333333333333333
30_dense_b,12,0.8842154314029639,0,0.0,0.0
30_dense_b,13,0.8802242148426859,0.5,1.0,0.3333333333333333
30_dense_b,14,0.89833301865031,1.0,1.0,1.0
30_dense_b,15,0.8833107819078007,1.0,1.0,1.0
30_dense_b,16,0.8629222512706124,0.0,1.0,0.0
30_dense_b,17,0.8704778227364175,1.0,1.0,1.0
30_dense_b,18,0.9090293613409259,0.0,1.0,0.0
30_dense_b,19,0.9105401004714291,0.8,1.0,0.6666666666666666
30_dense_b,20,0.9075353716297677,1.0,1.0,1.0
30_dense_b,21,0.8850789449669549,0.0,1.0,0.0
30_dense_b,22,0.9208098548695963,0.0,1.0,0.0
30_dense_b,23,0.9204141446869684,0.2857142857142857,1.0,0.16666666666666666
30_dense_b,24,0.8926091049288561,0.10526315789473684,1.0,0.05555555555555555
30_dense_b,25,0.8730302487856879,0.7741935483870969,0.75,0.8
30_dense_b,26,0.8841802456521837,0.8750000000000001,1.0,0.7777777777777778
30_dense_b,27,0.8797863474165835,0.5714285714285715,1.0,0.4
30_dense_b,28,0.8760522134842276,0.5882352941176471,1.0,0.4166666666666667
30_dense_b,29,0.8836942702302223,0.28571428571428575,0.3076923076923077,0.26666666666666666
30_dense_d,0,0.8730374742567579,0.28571428571428575,0.45454545454545453,0.20833333333333334
30_dense_d,1,0.8869870538571546,0.6666666666666666,1.0,0.5
30_dense_d,2,0.8905646363556728,1.0,1.0,1.0
30_dense_d,3,0.8637748325735832,0.5882352941176471,1.0,0.4166666666666667
30_dense_d,4,0.9030780051230048,0.2857142857142857,1.0,0.16666666666666666
30_dense_d,5,0.8724260797662834,0.6153846153846153,1.0,0.4444444444444444
30_dense_d,6,0.8526283892736617,0.6666666666666666,0.6666666666666666,0.6666666666666666
30_dense_d,7,0.8651988600277329,0.35294117647058826,0.3157894736842105,0.4
30_dense_d,8,0.8703359018545667,1.0,1.0,1.0
30_dense_d,9,0.8958976256773008,0.8,1.0,0.6666666666666666
30_dense_d,10,0.8767304609733331,1.0,1.0,1.0
30_dense_d,11,0.8985227839717737,0.3333333333333333,0.3333333333333333,0.3333333333333333
30_dense_d,12,0.8961273171041333,0.5,1.0,0.3333333333333333
30_dense_d,13,0.8884000223874163,0.4,0.5,0.3333333333333333
30_dense_d,14,0.9034349434532307,0.5,1.0,0.3333333333333333
30_dense_d,15,0.8910014103501772,1.0,1.0,1.0
30_dense_d,16,0.8568081294849246,0.5,1.0,0.3333333333333333
30_dense_d,17,0.8829266332992346,0.0,1.0,0.0
30_dense_d,18,0.9105397394340043,0.0,1.0,0.0
30_dense_d,19,0.8861933847394088,0.8,1.0,0.6666666666666666
30_dense_d,20,0.893608864401668,0.5,1.0,0.3333333333333333
30_dense_d,21,0.884768891937375,0.0,1.0,0.0
30_dense_d,22,0.8661990357841859,0.4,1.0,0.25
30_dense_d,23,0.90992661700412,0.2857142857142857,1.0,0.16666666666666666
30_dense_d,24,0.8825602770743937,0.3636363636363636,1.0,0.2222222222222222
30_dense_d,25,0.8661044986882278,0.6956521739130436,1.0,0.5333333333333333
30_dense_d,26,0.8659690315290474,0.7586206896551725,1.0,0.6111111111111112
30_dense_d,27,0.8707915065712695,0.2105263157894737,0.5,0.13333333333333333
30_dense_d,28,0.8615465743372439,0.4,1.0,0.25
30_dense_d,29,0.8606619262028967,0.19047619047619044,0.3333333333333333,0.13333333333333333
30_dense_g,0,0.8640388123056321,0.6363636363636365,0.7,0.5833333333333334
30_dense_g,1,0.8781391860447222,0.8571428571428571,1.0,0.75
30_dense_g,2,0.8817496307219105,0.5238095238095238,0.36666666666666664,0.9166666666666666
30_dense_g,3,0.8441565653975,0.380952380952381,0.4444444444444444,0.3333333333333333
30_dense_g,4,0.8818302997425616,0.25,0.5,0.16666666666666666
30_dense_g,5,0.8745322532070879,0.6153846153846153,1.0,0.4444444444444444
30_dense_g,6,0.8665956114800064,0.30769230769230765,0.5,0.2222222222222222
30_dense_g,7,0.8716909097413481,0.4166666666666667,0.5555555555555556,0.3333333333333333
30_dense_g,8,0.8628700300162069,0.7407407407407408,0.8333333333333334,0.6666666666666666
30_dense_g,9,0.8692313204983646,0.8,1.0,0.6666666666666666
30_dense_g,10,0.9312780095737988,0.0,1.0,0.0
30_dense_g,11,0.8800405882725861,0,0.0,0.0
30_dense_g,12,0.8922480170068624,1.0,1.0,1.0
30_dense_g,13,0.880774099840687,0.5,1.0,0.3333333333333333
30_dense_g,14,0.9068044817713686,0.5,1.0,0.3333333333333333
30_dense_g,15,0.8962578441021769,0.5,1.0,0.3333333333333333
30_dense_g,16,0.9033818529605386,1.0,1.0,1.0
30_dense_g,17,0.8612540696759967,0,0.0,0.0
30_dense_g,18,0.911420409721978,0.0,1.0,0.0
30_dense_g,19,0.8897355765700041,1.0,1.0,1.0
30_dense_g,20,0.8855543391911573,1.0,1.0,1.0
30_dense_g,21,0.8871770353350837,0.5,1.0,0.3333333333333333
30_dense_g,22,0.8722863199987569,0.0,1.0,0.0
30_dense_g,23,0.8965414576547063,0.6666666666666666,1.0,0.5
30_dense_g,24,0.8660135884724067,0.27272727272727276,0.75,0.16666666666666666
30_dense_g,25,0.8715264528129246,0.9655172413793104,1.0,0.9333333333333333
30_dense_g,26,0.8660042179100682,0.619047619047619,0.5416666666666666,0.7222222222222222
30_dense_g,27,0.8763922340235194,0.5714285714285715,1.0,0.4
30_dense_g,28,0.8539322645145088,1.0,1.0,1.0
30_dense_g,29,0.8515821129512083,0,0.0,0.0
30_sparse_g,0,0.898634899684091,1.0,1.0,1.0
30_sparse_g,1,0.8566430721207303,1.0,1.0,1.0
30_sparse_g,2,0.9141943978782405,0.0,1.0,0.0
30_sparse_g,3,0.8984712784860817,1.0,1.0,1.0
30_sparse_g,4,0.850166699558785,0.6666666666666667,0.5384615384615384,0.875
30_sparse_g,5,0.9089598723933866,0.6666666666666666,1.0,0.5
30_sparse_g,6,0.8766385588755364,0,0.0,0.0
30_sparse_g,7,0.9001248105700157,0.0,1.0,0.0
30_sparse_g,8,0.8935283699744098,0,0.0,0.0
30_sparse_g,9,0.8842168315462616,0.5714285714285714,0.4444444444444444,0.8
30_sparse_g,10,0.9062471277387572,0.5000000000000001,0.36363636363636365,0.8
30_sparse_g,11,0.9017836799739325,0.75,0.75,0.75
30_sparse_g,12,0.8854735464957723,0.3333333333333333,0.3333333333333333,0.3333333333333333
30_sparse_g,13,0.8680871446160774,0.8000000000000002,0.8,0.8
30_sparse_g,14,0.8727074191009525,1.0,1.0,1.0
30_sparse_g,15,0.9110465832484531,0.6666666666666666,1.0,0.5
30_sparse_g,16,0.8848705949023311,0.5714285714285715,0.5,0.6666666666666666
30_sparse_g,17,0.8951442364068929,0.0,1.0,0.0
30_sparse_g,18,0.8932124468145289,0.3333333333333333,0.3333333333333333,0.3333333333333333
30_sparse_g,19,0.8885977011692668,1.0,1.0,1.0
30_sparse_g,20,0.9080465106658314,0.0,0.0,1.0
30_sparse_g,21,0.8620263631142727,0,0.0,0.0
30_sparse_g,22,0.8975196407105747,0.0,0.0,1.0
30_sparse_g,23,0.8925267692098948,0.0,0.0,1.0
30_sparse_g,24,0.9017472528822273,0.0,0.0,1.0
30_sparse_g,25,0.8687299304558675,1.0,1.0,1.0
30_sparse_g,26,0.8697932798775012,0.0,0.0,1.0
30_sparse_g,27,0.8879940118531473,0.0,0.0,1.0
30_sparse_g,28,0.8913602714446224,1.0,1.0,1.0
30_sparse_g,29,0.8656696310963464,0.6153846153846153,0.6666666666666666,0.5714285714285714
30_sparse_d,0,0.8823987956503321,0.8,0.6666666666666666,1.0
30_sparse_d,1,0.8551580282674431,0.6666666666666666,0.6666666666666666,0.6666666666666666
30_sparse_d,2,0.9199142816753871,0.6666666666666666,1.0,0.5
30_sparse_d,3,0.8910824846418932,0.8571428571428571,1.0,0.75
30_sparse_d,4,0.8529245576991245,0.6666666666666667,0.5384615384615384,0.875
30_sparse_d,5,0.9153201047764276,0.0,1.0,0.0
30_sparse_d,6,0.8914916130563647,0.0,1.0,0.0
30_sparse_d,7,0.901348828415046,0.6666666666666666,1.0,0.5
30_sparse_d,8,0.895174276825857,0,0.0,0.0
30_sparse_d,9,0.8867076871209904,0.3076923076923077,0.25,0.4
30_sparse_d,10,0.9077992183187693,0.5454545454545454,0.5,0.6
30_sparse_d,11,0.9094728572572933,0.6666666666666666,1.0,0.5
30_sparse_d,12,0.8769767999451216,0.8571428571428571,0.75,1.0
30_sparse_d,13,0.8660568565717505,0.5,0.42857142857142855,0.6
30_sparse_d,14,0.8773043495011543,1.0,1.0,1.0
30_sparse_d,15,0.9130707399643394,0.6666666666666666,1.0,0.5
30_sparse_d,16,0.9008438460910321,0.6666666666666666,0.6666666666666666,0.6666666666666666
30_sparse_d,17,0.8972705689470869,0.6666666666666666,1.0,0.5
30_sparse_d,18,0.8933481706607173,0.631578947368421,0.46153846153846156,1.0
30_sparse_d,19,0.8808696491888478,0.6666666666666666,1.0,0.5
30_sparse_d,20,0.8881835925303032,0.0,0.0,1.0
30_sparse_d,21,0.8563007151026935,0,0.0,0.0
30_sparse_d,22,0.9031270182368564,0.0,0.0,1.0
30_sparse_d,23,0.886286340963585,0.0,0.0,1.0
30_sparse_d,24,0.8970689284727662,1.0,1.0,1.0
30_sparse_d,25,0.8860692777171822,1.0,1.0,1.0
30_sparse_d,26,0.8706593545662246,0.0,0.0,1.0
30_sparse_d,27,0.8901949362632056,0.0,0.0,1.0
30_sparse_d,28,0.8970334197788211,0.0,0.0,1.0
30_sparse_d,29,0.8733350004135758,0.42857142857142855,0.42857142857142855,0.42857142857142855
30_sparse_b,0,0.9190495748415728,0.0,1.0,0.0
30_sparse_b,1,0.8571573903113635,0.8,1.0,0.6666666666666666
30_sparse_b,2,0.8863928711243516,1.0,1.0,1.0
30_sparse_b,3,0.9233489743250768,0.8571428571428571,1.0,0.75
30_sparse_b,4,0.8920290879032903,0.823529411764706,0.7777777777777778,0.875
30_sparse_b,5,0.9145534129994469,0.6666666666666666,1.0,0.5
30_sparse_b,6,0.8978249836355636,0.6666666666666666,1.0,0.5
30_sparse_b,7,0.8974143059447476,0.5,0.5,0.5
30_sparse_b,8,0.8937297069067394,0.5,1.0,0.3333333333333333
30_sparse_b,9,0.8925187499875624,0.9090909090909091,0.8333333333333334,1.0
30_sparse_b,10,0.9186977486022289,0.8000000000000002,0.8,0.8
30_sparse_b,11,0.9084148542910676,0.4,1.0,0.25
30_sparse_b,12,0.8888282089106538,0,0.0,0.0
30_sparse_b,13,0.8671314685000854,0.8000000000000002,0.8,0.8
30_sparse_b,14,0.8702594564826681,1.0,1.0,1.0
30_sparse_b,15,0.9098133819781565,0.4,0.3333333333333333,0.5
30_sparse_b,16,0.8940320231920929,0.6,0.42857142857142855,1.0
30_sparse_b,17,0.9042465460652076,0.0,1.0,0.0
30_sparse_b,18,0.9006237771513138,0.5454545454545454,0.6,0.5
30_sparse_b,19,0.8915229120965162,0.6666666666666666,1.0,0.5
30_sparse_b,20,0.911232747604131,1.0,1.0,1.0
30_sparse_b,21,0.8585007879583335,0.4,0.3333333333333333,0.5
30_sparse_b,22,0.8990455326537229,1.0,1.0,1.0
30_sparse_b,23,0.8890222460702696,0.0,0.0,1.0
30_sparse_b,24,0.9017302238522854,0.0,0.0,1.0
30_sparse_b,25,0.8922930118473792,1.0,1.0,1.0
30_sparse_b,26,0.885107691517306,1.0,1.0,1.0
30_sparse_b,27,0.9002199909185745,0.0,0.0,1.0
30_sparse_b,28,0.8990627877213166,0.0,0.0,1.0
30_sparse_b,29,0.898543185842508,0.3529411764705882,0.3,0.42857142857142855
30_sparse_deepl,0,0.9690250934534025,0.0,1.0,0.0
30_sparse_deepl,1,0.932939066954226,0.0,1.0,0.0
30_sparse_deepl,2,0.919714652914396,0.0,1.0,0.0
30_sparse_deepl,3,0.940118427508172,0.0,1.0,0.0
30_sparse_deepl,4,0.9187517282727123,0,0.0,0.0
30_sparse_deepl,5,0.9471742091197454,0.0,1.0,0.0
30_sparse_deepl,6,0.9463773461951116,0.0,1.0,0.0
30_sparse_deepl,7,0.9631963156754638,0.0,1.0,0.0
30_sparse_deepl,8,0.9322598341753329,0.0,1.0,0.0
30_sparse_deepl,9,0.9347012399904823,0.0,1.0,0.0
30_sparse_deepl,10,0.9468625946739655,0.0,1.0,0.0
30_sparse_deepl,11,0.918455434101496,0.0,1.0,0.0
30_sparse_deepl,12,0.943100355218436,0,0.0,0.0
30_sparse_deepl,13,0.9465391955360881,0,0.0,0.0
30_sparse_deepl,14,0.9391281759621993,0.0,1.0,0.0
30_sparse_deepl,15,0.9366426582308962,0.0,1.0,0.0
30_sparse_deepl,16,0.950185090592915,0.0,1.0,0.0
30_sparse_deepl,17,0.9701247512717427,0.0,1.0,0.0
30_sparse_deepl,18,0.9452319625271453,0.0,1.0,0.0
30_sparse_deepl,19,0.9530137418491966,0.0,1.0,0.0
30_sparse_deepl,20,0.9450030015395996,1.0,1.0,1.0
30_sparse_deepl,21,0.886749727372105,0.0,1.0,0.0
30_sparse_deepl,22,0.9451433635727875,1.0,1.0,1.0
30_sparse_deepl,23,0.9140931602791922,1.0,1.0,1.0
30_sparse_deepl,24,0.9463087841946841,1.0,1.0,1.0
30_sparse_deepl,25,0.9401232995743354,1.0,1.0,1.0
30_sparse_deepl,26,0.9294125499868243,1.0,1.0,1.0
30_sparse_deepl,27,0.9448541991517281,0.0,0.0,1.0
30_sparse_deepl,28,0.9304798930409002,1.0,1.0,1.0
30_sparse_deepl,29,0.944016471057595,0,0.0,0.0
30_medium_deepl,0,0.8960124931946193,0.0,1.0,0.0
30_medium_deepl,1,0.9245109296605003,0.0,1.0,0.0
30_medium_deepl,2,0.9173669266242164,0.0,1.0,0.0
30_medium_deepl,3,0.9696485568694903,0.0,1.0,0.0
30_medium_deepl,4,0.931605681750473,0.0,1.0,0.0
30_medium_deepl,5,0.9092923705210042,0.0,1.0,0.0
30_medium_deepl,6,0.9199804248882458,0.0,1.0,0.0
30_medium_deepl,7,0.9069588854440717,0.0,1.0,0.0
30_medium_deepl,8,0.8957751360461598,0.0,1.0,0.0
30_medium_deepl,9,0.9177955205019086,0.0,1.0,0.0
30_medium_deepl,10,0.9597279640470248,0.0,1.0,0.0
30_medium_deepl,11,0.9552905174936608,0.0,1.0,0.0
30_medium_deepl,12,0.921922702926888,0.0,1.0,0.0
30_medium_deepl,13,0.9447965479885142,0.125,0.25,0.08333333333333333
30_medium_deepl,14,0.9367506599875776,0.0,1.0,0.0
30_medium_deepl,15,0.9644910714054838,0.0,1.0,0.0
30_medium_deepl,16,0.9555045769032005,0.0,1.0,0.0
30_medium_deepl,17,0.92113583132525,0.0,1.0,0.0
30_medium_deepl,18,0.9247046695468677,0.0,1.0,0.0
30_medium_deepl,19,0.9336036753599468,0.0,1.0,0.0
